0.000000, i_d, i_q, i_d_ref, i_q_ref
0.032328, 40, -6, 0, 0
0.032526, 0, 0, 0, 0
0.032726, -4, -10, 0, 0
0.032930, 5, -2, 0, 0
0.033126, 11, -5, 0, 0
0.033328, -5, 2, 0, 0
0.033526, -2, 25, 0, 0
0.033728, -13, 18, 0, 0
0.033928, 3, 23, 0, 0
0.034126, -14, 24, 0, 0
0.034328, -7, 15, 0, 0
0.034528, -8, 28, 0, 0
0.034728, 0, 0, 0, 0
0.034928, -5, 2, 0, 0
0.035126, 5, -2, 0, 0
0.035328, -8, 28, 0, 0
0.035528, -8, 28, 0, 0
0.035726, 3, 23, 0, 0
0.035928, -7, 15, 0, 0
0.036128, -1, 12, 0, 0
0.036328, 7, -15, 0, 0
0.036526, -2, 25, 0, 0
0.036728, -2, 25, 0, 0
0.036928, -5, 2, 0, 0
0.037128, 1, -12, 0, 0
0.037328, 10, 7, 0, 0
0.037526, -5, 2, 0, 0
0.037728, 1, -12, 0, 0
0.037928, -5, 2, 0, 0
0.038128, 11, -5, 0, 0
0.038326, 9, -90, 0, 0
0.038526, -5, 2, 0, 0
0.038728, -4, -10, 0, 0
0.038926, 42, -18, 0, 0
0.039126, -7, 15, 0, 0
0.039528, -4, -10, 0, 0
0.039728, -8, 28, 0, 0
0.039926, 2, -75, 0, 0
0.040128, -8, 28, 0, 0
0.040328, -7, 15, 0, 0
0.040526, -5, 2, 0, 0
0.040728, -10, -7, 0, 0
0.040928, -4, -10, 0, 0
0.041126, 46, -8, 0, 0
0.041328, -7, 15, 0, 0
0.041528, -1, 12, 0, 0
0.041728, -1, 12, 0, 0
0.041928, -5, 2, 0, 0
0.042128, -8, 28, 0, 0
0.042328, 39, 7, 0, 0
0.042528, 9, 20, 0, 0
0.042728, 39, 7, 0, 0
0.042926, -7, 15, 0, 0
0.043126, -16, 44, 0, 0
0.043328, -5, 2, 0, 0
0.043528, -11, 5, 0, 0
0.043726, -36, 15, 0, 0
0.043928, -1, 12, 0, 0
0.044328, -5, 2, 0, 0
0.044526, -5, 2, 0, 0
0.044728, -1, 12, 0, 0
0.044926, -4, -10, 0, 0
0.045126, -15, 30, 0, 0
0.045328, 0, 0, 0, 0
0.045528, -4, -10, 0, 0
0.045726, -1, 12, 0, 0
0.045928, -4, -10, 0, 0
0.046126, 1, -12, 0, 0
0.046328, -8, 28, 0, 0
0.046528, 4, 10, 0, 0
0.046726, 76, -21, 0, 0
0.046928, -4, -10, 0, 0
0.047128, -8, 28, 0, 0
0.047328, 0, 0, 0, 0
0.047528, 1, -12, 0, 0
0.047728, 0, 0, 0, 0
0.047926, -1, -36, 0, 0
0.048126, 10, 7, 0, 0
0.048328, -4, -10, 0, 0
0.048528, -2, 25, 0, 0
0.048728, -5, 2, 0, 0
0.048928, 10, 7, 0, 0
0.049126, 1, -12, 0, 0
0.049328, -1, 12, 0, 0
0.049528, -8, 22, 0, 0
0.049730, -1, 13, 0, 0
0.049926, 0, 0, 0, 0
0.050126, 0, 0, 0, 0
0.050328, -5, 2, 0, 0
0.050526, 5, -2, 0, 0
0.050728, -8, 28, 0, 0
0.050928, -5, 2, 0, 0
0.051128, -14, 31, 0, 0
0.051326, 7, -15, 0, 0
0.051526, -1, 12, 0, 0
0.051728, -10, -7, 0, 0
0.051926, 0, 0, 0, 0
0.052128, -7, 15, 0, 0
0.052326, 4, -38, 0, 0
0.052528, 5, -2, 0, 0
0.052728, 0, 0, 0, 0
0.052926, -7, 15, 0, 0
0.053128, -7, 15, 0, 0
0.053328, -7, 15, 0, 0
0.053528, -15, 93, 0, 0
0.053728, -8, 28, 0, 0
0.054128, -8, 28, 0, 0
0.054328, 0, 0, 0, 0
0.054526, 11, -5, 0, 0
0.054728, -1, 12, 0, 0
0.054928, 0, 0, 0, 0
0.055128, -19, 21, 0, 0
0.055328, -1, 12, 0, 0
0.055528, -14, 31, 0, 0
0.055728, -19, 21, 0, 0
0.055928, -1, 12, 0, 0
0.056128, -1, 12, 0, 0
0.056328, -5, 2, 0, 0
0.056526, 11, -5, 0, 0
0.056726, -1, 12, 0, 0
0.056928, -5, 2, 0, 0
0.057128, -41, 18, 0, 0
0.057328, -2, 25, 0, 0
0.057526, 4, 10, 0, 0
0.057726, -20, 33, 0, 0
0.057928, 0, 0, 0, 0
0.058126, 4, 10, 0, 0
0.058328, 7, -77, 0, 0
0.058526, -2, 25, 0, 0
0.058728, -17, 8, 0, 0
0.058926, -2, 25, 0, 0
0.059126, 0, 0, 0, 0
0.059328, -1, 12, 0, 0
0.059528, 11, -5, 0, 0
0.059726, -19, 20, 0, 0
0.059928, -7, 15, 0, 0
0.060128, -2, 25, 0, 0
0.060326, -1, 12, 0, 0
0.060528, -20, 34, 0, 0
0.060726, 4, 10, 0, 0
0.060926, -1, 12, 0, 0
0.061128, -14, 31, 0, 0
0.061328, -3, -23, 0, 0
0.061526, -1, 12, 0, 0
0.061728, -49, 34, 0, 0
0.061926, -7, 15, 0, 0
0.062128, -14, 31, 0, 0
0.062328, 42, -31, 0, 0
0.062528, 4, 10, 0, 0
0.062726, -7, 15, 0, 0
0.062928, 7, -15, 0, 0
0.063128, -21, 46, 0, 0
0.063328, -2, 25, 0, 0
0.063526, -78, 95, 0, 0
0.063726, -1, 12, 0, 0
0.063926, 34, -2, 0, 0
0.064126, 9, 20, 0, 0
0.064328, -1, 12, 0, 0
0.064528, -13, 18, 0, 0
0.064728, -5, 2, 0, 0
0.064928, 41, -18, 0, 0
0.065126, -1, 12, 0, 0
0.065330, -1, 13, 0, 0
0.065728, -4, -10, 0, 0
0.065926, 0, 0, 0, 0
0.066128, -11, 5, 0, 0
0.066328, -5, 2, 0, 0
0.066526, -7, 15, 0, 0
0.066728, -5, 2, 0, 0
0.066926, -1, 12, 0, 0
0.067128, 13, -18, 0, 0
0.067326, -2, 25, 0, 0
0.067528, 11, -5, 0, 0
0.067726, -14, 31, 0, 0
0.067926, 11, -5, 0, 0
0.068126, 136, -47, 0, 0
0.068326, 1, -12, 0, 0
0.068528, -1, 12, 0, 0
0.068726, 8, -77, 0, 0
0.068928, 1, -19, 0, 0
0.069126, -7, 15, 0, 0
0.069326, 11, -5, 0, 0
0.069728, -2, 25, 0, 0
0.069928, 73, -108, 0, 0
0.070128, -29, 13, 0, 0
0.070328, -1, 12, 0, 0
0.070528, 21, -47, 0, 0
0.070726, -2, 25, 0, 0
0.070926, -7, 15, 0, 0
0.071128, -17, 7, 0, 0
0.071326, -19, 20, 0, 0
0.071526, 14, -31, 0, 0
0.071726, -1, 12, 0, 0
0.071928, 4, 10, 0, 0
0.072128, 39, 7, 0, 0
0.072328, -7, 15, 0, 0
0.072526, -4, -10, 0, 0
0.072728, -4, -10, 0, 0
0.072926, -13, 18, 0, 0
0.073126, -24, 10, 0, 0
0.073326, -7, 64, 0, 0
0.073528, -5, 2, 0, 0
0.073728, -8, 28, 0, 0
0.073926, 10, 7, 0, 0
0.074128, 136, -61, 0, 0
0.074326, 1, -12, 0, 0
0.074526, -5, 2, 0, 0
0.074728, 0, 0, 0, 0
0.074926, 1, -12, 0, 0
0.075128, -7, 15, 0, 0
0.075328, 5, -2, 0, 0
0.075528, -1, 12, 0, 0
0.075728, -2, 25, 0, 0
0.075926, -49, 34, 0, 0
0.076128, -5, 2, 0, 0
0.076326, 43, -31, 0, 0
0.076526, -8, 28, 0, 0
0.076726, -7, 15, 0, 0
0.076928, 141, -50, 0, 0
0.077126, -5, 2, 0, 0
0.077328, -5, 2, 0, 0
0.077528, 5, -2, 0, 0
0.077728, -8, 28, 0, 0
0.077928, 4, -38, 0, 0
0.078128, -4, -10, 0, 0
0.078326, 0, -49, 0, 0
0.078526, -4, 38, 0, 0
0.078728, -15, 93, 0, 0
0.078928, -5, 2, 0, 0
0.079128, 27, 12, 0, 0
0.079326, -5, 2, 0, 0
0.079526, 13, -18, 0, 0
0.079728, -13, 18, 0, 0
0.079928, 89, -39, 0, 0
0.080126, -7, 15, 0, 0
0.080326, -4, 38, 0, 0
0.080528, 1, -12, 0, 0
0.080728, -20, 33, 0, 0
0.080928, 41, -18, 0, 0
0.081128, -1, 12, 0, 0
0.081326, 17, -7, 0, 0
0.081528, -1, 12, 0, 0
0.081728, -2, 25, 0, 0
0.081928, 4, -38, 0, 0
0.082126, -5, 2, 0, 0
0.082328, 11, -5, 0, 0
0.082526, -16, 44, 0, 0
0.082726, -5, 2, 0, 0
0.082928, 1, -12, 0, 0
0.083128, -5, 2, 0, 0
0.083326, -1, 12, 0, 0
0.083526, 5, 3, 0, 0
0.083728, -20, 33, 0, 0
0.083928, -2, 25, 0, 0
0.084126, 0, 0, 0, 0
0.084328, 0, 0, 0, 0
0.084528, -11, 5, 0, 0
0.084728, -17, 7, 0, 0
0.084928, -5, 2, 0, 0
0.085126, 0, 0, 0, 0
0.085326, 5, -2, 0, 0
0.085528, 3, 23, 0, 0
0.085728, 1, -12, 0, 0
0.085926, 5, -2, 0, 0
0.086130, 3, 23, 0, 0
0.086326, -5, 2, 0, 0
0.086526, -19, 20, 0, 0
0.086728, -2, -36, 0, 0
0.086926, 20, -33, 0, 0
0.087126, -1, 12, 0, 0
0.087328, -7, 15, 0, 0
0.087528, -5, 2, 0, 0
0.087726, 3, 23, 0, 0
0.087928, 7, -15, 0, 0
0.088128, 0, 0, 0, 0
0.088328, 39, 7, 0, 0
0.088528, -2, 25, 0, 0
0.088726, -49, 33, 0, 0
0.088926, 0, 0, 0, 0
0.089126, 0, 0, 0, 0
0.089326, 11, -5, 0, 0
0.089528, -21, 46, 0, 0
0.089728, -7, 15, 0, 0
0.089926, 0, 0, 0, 0
0.090126, -52, 10, 0, 0
0.090328, -5, 2, 0, 0
0.090528, -13, 18, 0, 0
0.090728, -20, 34, 0, 0
0.090928, 11, -5, 0, 0
0.091128, 11, -5, 0, 0
0.091328, -2, 25, 0, 0
0.091526, -5, 2, 0, 0
0.091726, -13, 18, 0, 0
0.091928, 0, 0, 0, 0
0.092128, 10, 7, 0, 0
0.092326, -8, 22, 0, 0
0.092526, -1, 12, 0, 0
0.092728, -17, 119, 0, 0
0.092926, -1, 12, 0, 0
0.093128, 41, -18, 0, 0
0.093326, 11, -5, 0, 0
0.093528, 41, -18, 0, 0
0.093728, -8, 28, 0, 0
0.093926, 38, 7, 0, 0
0.094126, -7, 15, 0, 0
0.094328, -1, 12, 0, 0
0.094528, -7, 15, 0, 0
0.094728, -8, 28, 0, 0
0.094926, 0, 0, 0, 0
0.095126, -35, 15, 0, 0
0.095328, 0, 0, 0, 0
0.095526, 43, -31, 0, 0
0.095726, -7, 15, 0, 0
0.095928, -5, 2, 0, 0
0.096128, -11, 5, 0, 0
0.096328, -8, 28, 0, 0
0.096528, -5, 2, 0, 0
0.096728, -9, 35, 0, 0
0.096928, 5, -2, 0, 0
0.097126, 1, -12, 0, 0
0.097326, 1, -12, 0, 0
0.097526, 5, -2, 0, 0
0.097726, -19, 20, 0, 0
0.097926, -7, 15, 0, 0
0.098128, -7, 15, 0, 0
0.098326, 28, 0, 0, 0
0.098528, -4, -10, 0, 0
0.098728, -11, 5, 0, 0
0.098928, -2, 25, 0, 0
0.099128, -7, 15, 0, 0
0.099328, -5, 2, 0, 0
0.099528, 0, 0, 0, 0
0.099728, 10, 7, 0, 0
0.099926, 0, 0, 0, 0
0.000128, 11, -5, 0, 0
0.000326, -5, 2, 0, 0
0.000528, 10, 7, 0, 0
0.000728, -15, 44, 0, 0
0.000928, -17, 1, 0, 0
0.001128, -8, 28, 0, 0
0.001326, 0, 0, 0, 0
0.001528, 5, -2, 0, 0
0.001728, -5, 2, 0, 0
0.001928, 1, -12, 0, 0
0.002128, -3, -23, 0, 0
0.002328, -7, 15, 0, 0
0.002528, -5, 2, 0, 0
0.002728, 1, -12, 0, 0
0.002928, -2, 25, 0, 0
0.003128, 43, -31, 0, 0
0.003326, -1, 12, 0, 0
0.003528, -1, 12, 0, 0
0.003728, -7, 15, 0, 0
0.003928, 43, -31, 0, 0
0.004126, 1, -12, 0, 0
0.004326, 0, 0, 0, 0
0.004528, -1, 12, 0, 0
0.004728, -4, -10, 0, 0
0.004928, 27, 12, 0, 0
0.005128, -19, 20, 0, 0
0.005328, -5, 2, 0, 0
0.005526, -4, -10, 0, 0
0.005728, 4, 10, 0, 0
0.005928, 11, -5, 0, 0
0.006126, 0, 0, 0, 0
0.006328, 22, 2, 0, 0
0.006528, 18, 90, 0, 0
0.006728, 7, -15, 0, 0
0.006926, 43, -31, 0, 0
0.007128, -15, 44, 0, 0
0.007328, -7, 15, 0, 0
0.007528, -2, 26, 0, 0
0.007728, -1, -36, 0, 0
0.007928, 17, -1, 0, 0
0.008128, -7, 15, 0, 0
0.008328, -1, 13, 0, 0
0.008526, -20, 33, 0, 0
0.008728, 1, -12, 0, 0
0.008926, 28, 0, 0, 0
0.009128, 4, 10, 0, 0
0.009328, 29, -13, 0, 0
0.009528, 11, -5, 0, 0
0.009728, -7, 15, 0, 0
0.009926, 5, -2, 0, 0
0.010128, -5, 2, 0, 0
0.010328, -7, 15, 0, 0
0.010526, -5, 2, 0, 0
0.010726, -8, 28, 0, 0
0.010926, 38, 7, 0, 0
0.011128, -2, 25, 0, 0
0.011328, 4, 10, 0, 0
0.011528, -5, 2, 0, 0
0.011926, 25, -23, 0, 0
0.012126, 0, 0, 0, 0
0.012328, -11, 5, 0, 0
0.012526, 40, -5, 0, 0
0.012726, -1, 12, 0, 0
0.012928, -11, -56, 0, 0
0.013128, -14, 31, 0, 0
0.013328, 0, 0, 0, 0
0.013526, -7, 15, 0, 0
0.013728, -19, 21, 0, 0
0.013926, -7, 15, 0, 0
0.014128, -1, 12, 0, 0
0.014328, 9, 20, 0, 0
0.014528, 5, -2, 0, 0
0.014728, -17, 8, 0, 0
0.014928, -4, -10, 0, 0
0.015128, -13, 18, 0, 0
0.015328, -4, -10, 0, 0
0.015526, -1, 12, 0, 0
0.015928, -5, 2, 0, 0
0.016128, 0, 0, 0, 0
0.016328, -9, 90, 0, 0
0.016526, -2, 25, 0, 0
0.016728, 3, 23, 0, 0
0.016930, -1, 12, 0, 0
0.017128, -5, 2, 0, 0
0.017328, -13, 18, 0, 0
0.017526, -5, 2, 0, 0
0.017726, -20, 33, 0, 0
0.017928, -7, 15, 0, 0
0.018126, 0, 0, 0, 0
0.018328, 10, 7, 0, 0
0.018526, 0, 0, 0, 0
0.018728, -4, -10, 0, 0
0.018926, 11, -5, 0, 0
0.019126, 0, 0, 0, 0
0.019328, -21, 47, 0, 0
0.019526, 11, -5, 0, 0
0.019726, 38, -41, 0, 0
0.019928, -5, 2, 0, 0
0.020128, 5, 3, 0, 0
0.020328, -13, 18, 0, 0
0.020528, 13, -18, 0, 0
0.020726, -17, 7, 0, 0
0.020926, 11, -54, 0, 0
0.021128, -1, 12, 0, 0
0.021328, -2, 25, 0, 0
0.021526, -1, 12, 0, 0
0.021726, -1, 12, 0, 0
0.021928, 11, -5, 0, 0
0.022128, -1, 12, 0, 0
0.022328, -5, 2, 0, 0
0.022528, 5, -2, 0, 0
0.022728, -7, 15, 0, 0
0.022928, -11, 5, 0, 0
0.023128, -5, 2, 0, 0
0.023326, -8, 28, 0, 0
0.023528, -19, 20, 0, 0
0.023726, -24, 121, 0, 0
0.023926, 35, -15, 0, 0
0.024126, -1, 12, 0, 0
0.024326, -15, 93, 0, 0
0.024528, -13, 18, 0, 0
0.024728, 0, 0, 0, 0
0.024928, 114, -63, 0, 0
0.025128, -33, 52, 0, 0
0.025326, 43, -31, 0, 0
0.025528, 8, -77, 0, 0
0.025728, -7, 15, 0, 0
0.025926, 3, -25, 0, 0
0.026128, 0, 0, 0, 0
0.026328, 1, -12, 0, 0
0.026526, -59, 25, 0, 0
0.026728, 10, 7, 0, 0
0.026928, -1, 12, 0, 0
0.027128, -29, 223, 0, 0
0.027328, 0, 0, 0, 0
0.027526, 0, 0, 0, 0
0.027726, 5, -2, 0, 0
0.027928, -19, 21, 0, 0
0.028128, -5, 2, 0, 0
0.028328, -1, 12, 0, 0
0.028526, -4, -10, 0, 0
0.028928, 34, -59, 0, 0
0.029128, -29, 13, 0, 0
0.029328, -1, 12, 0, 0
0.029526, -5, 2, 0, 0
0.029728, -20, 34, 0, 0
0.029926, -8, 28, 0, 0
0.030126, 1, -12, 0, 0
0.030328, -20, 33, 0, 0
0.030528, 13, -18, 0, 0
0.030728, 9, 20, 0, 0
0.030926, -20, 33, 0, 0
0.031128, -94, 29, 0, 0
0.031328, -7, 15, 0, 0
0.031528, -4, -10, 0, 0
0.031726, -7, 15, 0, 0
0.031926, -4, -10, 0, 0
0.032128, 41, -18, 0, 0
0.032328, -19, 21, 0, 0
0.032528, -4, -10, 0, 0
0.032728, -2, 25, 0, 0
0.032928, 4, 10, 0, 0
0.033128, -8, 28, 0, 0
0.033328, 43, -31, 0, 0
0.033528, -8, 28, 0, 0
0.033728, 0, 0, 0, 0
0.033928, -20, 33, 0, 0
0.034128, -7, 15, 0, 0
0.034330, -8, 28, 0, 0
0.034528, -46, 70, 0, 0
0.034728, -15, -17, 0, 0
0.034928, -5, 2, 0, 0
0.035126, 0, 0, 0, 0
0.035326, 43, -31, 0, 0
0.035528, -68, 55, 0, 0
0.035728, 1, -12, 0, 0
0.035926, -50, -9, 0, 0
0.036126, -8, 28, 0, 0
0.036328, 40, -5, 0, 0
0.036528, 0, 0, 0, 0
0.036728, 26, -36, 0, 0
0.036928, -31, 26, 0, 0
0.037126, 0, 0, 0, 0
0.037328, 0, 0, 0, 0
0.037526, -20, 33, 0, 0
0.037726, 1, -12, 0, 0
0.037926, -20, 33, 0, 0
0.038126, -14, 31, 0, 0
0.038328, -2, 25, 0, 0
0.038528, -4, -10, 0, 0
0.038726, -8, 28, 0, 0
0.038928, -1, 12, 0, 0
0.039128, -20, 33, 0, 0
0.039328, -5, 2, 0, 0
0.039528, 12, -11, 0, 0
0.039726, -1, 12, 0, 0
0.039928, -14, 31, 0, 0
0.040128, 22, 2, 0, 0
0.040326, -5, 2, 0, 0
0.040526, -2, 25, 0, 0
0.040726, -2, 25, 0, 0
0.040926, -7, 15, 0, 0
0.041128, -5, 2, 0, 0
0.041328, 0, 0, 0, 0
0.041528, 1, -12, 0, 0
0.041728, -20, 33, 0, 0
0.041926, -4, -10, 0, 0
0.042128, 32, -39, 0, 0
0.042328, -5, 2, 0, 0
0.042526, 23, 38, 0, 0
0.042726, -22, -2, 0, 0
0.042928, -8, 28, 0, 0
0.043128, -5, 2, 0, 0
0.043326, -2, 25, 0, 0
0.043528, -19, 20, 0, 0
0.043728, -7, 15, 0, 0
0.043928, -3, 38, 0, 0
0.044128, 1, -12, 0, 0
0.044326, -5, 2, 0, 0
0.044528, -1, 12, 0, 0
0.044728, 4, 10, 0, 0
0.044928, -2, 25, 0, 0
0.045126, -5, 2, 0, 0
0.045328, -15, 44, 0, 0
0.045528, -3, -23, 0, 0
0.045728, -55, 36, 0, 0
0.045928, -1, 12, 0, 0
0.046126, -11, 5, 0, 0
0.046328, -5, 2, 0, 0
0.046526, -5, 2, 0, 0
0.046728, -5, 2, 0, 0
0.046928, -4, -10, 0, 0
0.047126, -2, 25, 0, 0
0.047328, -2, 25, 0, 0
0.047528, -7, 15, 0, 0
0.047726, 38, 7, 0, 0
0.047928, 39, 7, 0, 0
0.048128, 0, 0, 0, 0
0.048326, -20, 33, 0, 0
0.048528, 4, 10, 0, 0
0.048728, -20, 33, 0, 0
0.048928, 3, 23, 0, 0
0.049126, -2, 25, 0, 0
0.049328, 41, -18, 0, 0
0.049528, -2, 25, 0, 0
0.049728, -5, 2, 0, 0
0.049926, -4, -10, 0, 0
0.050126, 75, -70, 0, 0
0.050328, 5, 3, 0, 0
0.050528, -5, 2, 0, 0
0.050728, -5, 2, 0, 0
0.050928, -11, 5, 0, 0
0.051128, -5, 2, 0, 0
0.051328, 9, 20, 0, 0
0.051528, 0, 0, 0, 0
0.051726, -19, 20, 0, 0
0.051928, 1, -12, 0, 0
0.052128, -7, 15, 0, 0
0.052326, 3, 23, 0, 0
0.052528, 39, 7, 0, 0
0.052728, -9, 35, 0, 0
0.052928, -1, 12, 0, 0
0.053126, 40, -5, 0, 0
0.053326, -7, 15, 0, 0
0.053528, -4, -10, 0, 0
0.053728, -20, 34, 0, 0
0.053928, 9, 20, 0, 0
0.054128, -4, -10, 0, 0
0.054326, 40, -5, 0, 0
0.054526, 41, -18, 0, 0
0.054728, 9, 20, 0, 0
0.054926, -5, 2, 0, 0
0.055128, -7, 15, 0, 0
0.055328, -2, 25, 0, 0
0.055528, -5, 2, 0, 0
0.055728, 41, -18, 0, 0
0.055926, 0, 0, 0, 0
0.056128, -4, 38, 0, 0
0.056328, -2, 26, 0, 0
0.056526, -1, 12, 0, 0
0.056726, 0, 0, 0, 0
0.056926, -17, 7, 0, 0
0.057128, -87, 137, 0, 0
0.057328, -8, 28, 0, 0
0.057526, -1, 12, 0, 0
0.057726, -7, 15, 0, 0
0.057926, -14, 31, 0, 0
0.058128, 1, -12, 0, 0
0.058328, -7, 15, 0, 0
0.058526, 0, 0, 0, 0
0.058728, 0, 0, 0, 0
0.058928, 5, -2, 0, 0
0.059128, 1, -12, 0, 0
0.059328, 10, 7, 0, 0
0.059528, 42, -31, 0, 0
0.059728, 3, 23, 0, 0
0.059926, -5, 2, 0, 0
0.060128, 0, 0, 0, 0
0.060326, 9, 20, 0, 0
0.060526, -34, 2, 0, 0
0.060726, 0, 0, 0, 0
0.060926, 40, -5, 0, 0
0.061128, -8, 28, 0, 0
0.061328, -8, 28, 0, 0
0.061526, 37, -28, 0, 0
0.061728, -7, 15, 0, 0
0.061926, 5, -2, 0, 0
0.062126, -5, 2, 0, 0
0.062326, 1, -12, 0, 0
0.062528, -5, 2, 0, 0
0.062728, -1, 12, 0, 0
0.062926, 185, -80, 0, 0
0.063128, -3, 38, 0, 0
0.063328, -7, 15, 0, 0
0.063528, -1, 12, 0, 0
0.063728, 13, -18, 0, 0
0.063928, -2, 25, 0, 0
0.064128, 0, 0, 0, 0
0.064328, -1, 12, 0, 0
0.064528, -1, 12, 0, 0
0.064728, 3, 23, 0, 0
0.064928, -2, 25, 0, 0
0.065126, -4, -10, 0, 0
0.065328, 42, -31, 0, 0
0.065526, -7, 15, 0, 0
0.065726, -8, 28, 0, 0
0.065926, 0, 0, 0, 0
0.066126, -7, 15, 0, 0
0.066328, 0, 0, 0, 0
0.066528, -2, 25, 0, 0
0.066728, -2, -36, 0, 0
0.066928, -7, 15, 0, 0
0.067128, -1, 12, 0, 0
0.067328, -4, -10, 0, 0
0.067528, -1, 12, 0, 0
0.067726, 10, 7, 0, 0
0.067928, -29, 6, 0, 0
0.068126, -7, 15, 0, 0
0.068328, 0, 0, 0, 0
0.068526, 26, -36, 0, 0
0.068728, 4, -38, 0, 0
0.068926, -7, 15, 0, 0
0.069126, -1, 12, 0, 0
0.069328, -20, 34, 0, 0
0.069526, -7, 15, 0, 0
0.069728, -4, -10, 0, 0
0.069928, 0, 0, 0, 0
0.070128, -5, 2, 0, 0
0.070328, -5, 2, 0, 0
0.070526, -13, 18, 0, 0
0.070726, -23, 10, 0, 0
0.070928, -4, -10, 0, 0
0.071128, 1, -12, 0, 0
0.071328, -5, 2, 0, 0
0.071526, -1, -36, 0, 0
0.071726, -11, 103, 0, 0
0.071928, -47, 21, 0, 0
0.072128, 11, -5, 0, 0
0.072326, -7, 15, 0, 0
0.072526, -8, 28, 0, 0
0.072726, -46, 57, 0, 0
0.072926, -5, 2, 0, 0
0.073126, 0, 0, 0, 0
0.073326, 0, 0, 0, 0
0.073528, 0, 0, 0, 0
0.073726, 1, -12, 0, 0
0.073926, 94, -78, 0, 0
0.074126, -5, 2, 0, 0
0.074326, 2, -75, 0, 0
0.074528, 7, -77, 0, 0
0.074728, 5, -2, 0, 0
0.074928, -14, 31, 0, 0
0.075126, -5, 2, 0, 0
0.075326, -14, 31, 0, 0
0.075728, -7, 15, 0, 0
0.075928, 7, -15, 0, 0
0.076128, 5, -2, 0, 0
0.076326, 55, -86, 0, 0
0.076528, -15, 44, 0, 0
0.076728, 4, 10, 0, 0
0.076926, -19, 20, 0, 0
0.077126, -5, 2, 0, 0
0.077328, -1, 12, 0, 0
0.077528, 87, -27, 0, 0
0.077728, -4, -10, 0, 0
0.077926, 0, 0, 0, 0
0.078128, 0, 0, 0, 0
0.078326, 2, -25, 0, 0
0.078526, -6, 2, 0, 0
0.078728, 0, 0, 0, 0
0.078926, -14, 31, 0, 0
0.079128, 1, -12, 0, 0
0.079328, -5, 2, 0, 0
0.079526, -8, 28, 0, 0
0.079728, -28, 111, 0, 0
0.079928, 12, -172, 0, 0
0.080128, -22, -113, 0, 0
0.080528, -7, 15, 0, 0
0.080726, 0, 0, 0, 0
0.080928, -2, 25, 0, 0
0.081128, -17, 7, 0, 0
0.081326, -14, 31, 0, 0
0.081526, -1, 12, 0, 0
0.081728, -9, -20, 0, 0
0.081926, 0, 6, 0, 0
0.082128, 43, -31, 0, 0
0.082326, -7, 15, 0, 0
0.082526, -2, 25, 0, 0
0.082726, -8, 28, 0, 0
0.082928, -4, -10, 0, 0
0.083126, -7, 15, 0, 0
0.083328, -102, 59, 0, 0
0.083528, 0, 0, 0, 0
0.083726, 1, -12, 0, 0
0.083928, 1, -12, 0, 0
0.084126, -13, 18, 0, 0
0.084328, 2, -75, 0, 0
0.084528, 0, 0, 0, 0
0.084728, 0, 0, 0, 0
0.084926, 1, -12, 0, 0
0.085126, -7, 15, 0, 0
0.085328, 61, -39, 0, 0
0.085526, -8, 28, 0, 0
0.085726, -7, 15, 0, 0
0.085926, -11, 5, 0, 0
0.086126, -7, 15, 0, 0
0.086326, -4, -10, 0, 0
0.086528, -7, 15, 0, 0
0.086728, -19, 20, 0, 0
0.086928, -2, 25, 0, 0
0.087126, -7, 15, 0, 0
0.087328, 36, -22, 0, 0
0.087528, -4, -10, 0, 0
0.087728, -13, 24, 0, 0
0.087926, -22, 46, 0, 0
0.088128, -8, 28, 0, 0
0.088326, -8, 28, 0, 0
0.088528, -19, 20, 0, 0
0.088726, -5, 2, 0, 0
0.088928, 0, 0, 0, 0
0.089126, 0, 0, 0, 0
0.089326, 3, 23, 0, 0
0.089526, -5, 2, 0, 0
0.089726, 0, 0, 0, 0
0.089926, -7, 15, 0, 0
0.090128, -1, 19, 0, 0
0.090326, -1, 12, 0, 0
0.090528, -17, 8, 0, 0
0.090726, -48, 20, 0, 0
0.090928, -6, 9, 0, 0
0.091128, -8, 28, 0, 0
0.091326, 0, 0, 0, 0
0.091526, -1, 12, 0, 0
0.091728, 0, -160, 0, 0
0.091928, -1, 12, 0, 0
0.092126, 1, -12, 0, 0
0.092326, 43, -31, 0, 0
0.092528, -7, 15, 0, 0
0.092728, -5, 2, 0, 0
0.092926, -2, 25, 0, 0
0.093128, -4, 38, 0, 0
0.093326, 1, -12, 0, 0
0.093526, -7, 15, 0, 0
0.093728, -102, 58, 0, 0
0.093928, 0, 0, 0, 0
0.094126, 23, -10, 0, 0
0.094326, -15, 31, 0, 0
0.094526, 0, 0, 0, 0
0.094726, -1, 12, 0, 0
0.094926, -1, 12, 0, 0
0.095128, -2, 25, 0, 0
0.095328, -1, 12, 0, 0
0.095526, -1, 12, 0, 0
0.095726, -85, 111, 0, 0
0.095928, -8, 28, 0, 0
0.096126, 1, -12, 0, 0
0.096326, 47, -70, 0, 0
0.096526, -11, 5, 0, 0
0.096726, -5, 2, 0, 0
0.096926, -2, 25, 0, 0
0.097126, -53, 23, 0, 0
0.097326, -8, 28, 0, 0
0.097526, -7, 15, 0, 0
0.097726, -4, -10, 0, 0
0.097926, 19, -20, 0, 0
0.098128, -16, -4, 0, 0
0.098328, -7, 15, 0, 0
