0.000000, i_d, i_q, i_d_ref, i_q_ref
0.085326, -7, 15, 0, 0
0.085528, -7, 15, 0, 0
0.085726, 0, 0, 0, 0
0.085928, 5, -2, 0, 0
0.086126, 0, 0, 0, 0
0.086328, -7, 15, 0, 0
0.086526, 0, 0, 0, 0
0.086728, -15, 44, 0, 0
0.086926, -1, 12, 0, 0
0.087128, -11, 5, 0, 0
0.087326, -4, -10, 0, 0
0.087528, 5, -51, 0, 0
0.087728, -5, 2, 0, 0
0.087928, -8, 28, 0, 0
0.088126, -7, 15, 0, 0
0.088328, -5, 2, 0, 0
0.088526, -7, 15, 0, 0
0.088728, -8, 28, 0, 0
0.088926, 0, 0, 0, 0
0.089126, -7, 15, 0, 0
0.089326, -7, 15, 0, 0
0.089526, -1, 12, 0, 0
0.089726, -1, 12, 0, 0
0.089928, 39, 7, 0, 0
0.090128, -7, 15, 0, 0
0.090328, 68, -55, 0, 0
0.090526, -19, 20, 0, 0
0.090728, -4, -10, 0, 0
0.090928, -2, 25, 0, 0
0.091126, -15, 93, 0, 0
0.091326, 0, 0, 0, 0
0.091528, -8, 28, 0, 0
0.091726, 1, -12, 0, 0
0.091928, -4, -10, 0, 0
0.092128, -5, 2, 0, 0
0.092326, 43, -31, 0, 0
0.092528, -7, 15, 0, 0
0.092728, 137, -61, 0, 0
0.092928, -7, 15, 0, 0
0.093126, -1, 12, 0, 0
0.093328, 0, 0, 0, 0
0.093528, 0, 0, 0, 0
0.093728, -9, 41, 0, 0
0.093928, -2, 25, 0, 0
0.094128, -5, 2, 0, 0
0.094328, -5, 2, 0, 0
0.094528, 89, -39, 0, 0
0.094728, -7, 15, 0, 0
0.094928, 71, -31, 0, 0
0.095128, 5, -2, 0, 0
0.095328, 10, 7, 0, 0
0.095728, 2, -19, 0, 0
0.095928, -1, 12, 0, 0
0.096128, -4, -10, 0, 0
0.096328, 0, 0, 0, 0
0.096528, -2, 25, 0, 0
0.096728, 39, 7, 0, 0
0.096928, -7, 15, 0, 0
0.097128, 0, 0, 0, 0
0.097326, -152, 91, 0, 0
0.097526, 11, -5, 0, 0
0.097728, -5, 2, 0, 0
0.097928, 5, -2, 0, 0
0.098126, -1, 12, 0, 0
0.098328, -7, 15, 0, 0
0.098528, -7, 15, 0, 0
0.098728, 0, 0, 0, 0
0.098928, 1, -12, 0, 0
0.099128, 10, 7, 0, 0
0.099330, 15, -106, 0, 0
0.099528, -7, 15, 0, 0
0.099730, -4, -10, 0, 0
0.099928, 52, -10, 0, 0
0.000126, -5, 2, 0, 0
0.000326, -1, 12, 0, 0
0.000528, -7, 15, 0, 0
0.000728, 51, -60, 0, 0
0.000928, 3, 23, 0, 0
0.001128, -1, 12, 0, 0
0.001326, -7, 15, 0, 0
0.001528, 33, 10, 0, 0
0.001728, -20, 34, 0, 0
0.001928, 0, 0, 0, 0
0.002126, 0, 0, 0, 0
0.002328, 11, -5, 0, 0
0.002528, -5, 2, 0, 0
0.002728, 11, -5, 0, 0
0.002930, 0, 0, 0, 0
0.003128, -55, 36, 0, 0
0.003328, -7, 15, 0, 0
0.003528, 9, -103, 0, 0
0.003728, -8, 28, 0, 0
0.003928, -2, 25, 0, 0
0.004128, -1, 12, 0, 0
0.004328, -1, 12, 0, 0
0.004528, 11, -5, 0, 0
0.004728, 7, 33, 0, 0
0.004926, -1, 12, 0, 0
0.005128, -5, 2, 0, 0
0.005326, -5, 2, 0, 0
0.005528, 3, 23, 0, 0
0.005728, 20, -34, 0, 0
0.005928, -7, 15, 0, 0
0.006128, 5, -2, 0, 0
0.006328, -8, 28, 0, 0
0.006528, -8, 28, 0, 0
0.006728, -5, 2, 0, 0
0.006928, 43, -31, 0, 0
0.007128, -8, 28, 0, 0
0.007328, 0, 0, 0, 0
0.007528, 10, 7, 0, 0
0.007730, -5, 2, 0, 0
0.007928, 0, 0, 0, 0
0.008128, -8, 28, 0, 0
0.008328, 0, 0, 0, 0
0.008528, -5, 2, 0, 0
0.008730, -7, 15, 0, 0
0.008928, 0, 0, 0, 0
0.009130, -1, 13, 0, 0
0.009328, 39, 7, 0, 0
0.009528, -5, 2, 0, 0
0.009728, 7, -15, 0, 0
0.009928, -1, 12, 0, 0
0.010130, -8, 28, 0, 0
0.010326, 7, -15, 0, 0
0.010528, 0, 0, 0, 0
0.010730, 0, 0, 0, 0
0.010928, 0, 0, 0, 0
0.011128, -1, 12, 0, 0
0.011328, 0, 0, 0, 0
0.011526, -1, 12, 0, 0
0.011728, -7, 15, 0, 0
0.011930, 0, 0, 0, 0
0.012128, 90, -52, 0, 0
0.012328, -15, 44, 0, 0
0.012528, -7, 15, 0, 0
0.012728, -34, 3, 0, 0
0.012928, -15, 93, 0, 0
0.013128, -1, 12, 0, 0
0.013328, -1, 12, 0, 0
0.013528, -8, 28, 0, 0
0.013728, -7, 15, 0, 0
0.013928, -7, 15, 0, 0
0.014128, -37, -82, 0, 0
0.014328, -2, 25, 0, 0
0.014530, -1, 13, 0, 0
0.014728, -95, 42, 0, 0
0.014926, 9, 20, 0, 0
0.015128, -4, -10, 0, 0
0.015330, -1, 13, 0, 0
0.015528, -7, 15, 0, 0
0.015728, -5, 2, 0, 0
0.015928, -5, 2, 0, 0
0.016128, -7, 15, 0, 0
0.016326, 43, -31, 0, 0
0.016526, -2, 25, 0, 0
0.016730, -2, 26, 0, 0
0.016928, 0, 6, 0, 0
0.017128, 40, -5, 0, 0
0.017328, -2, 25, 0, 0
0.017528, 0, 0, 0, 0
0.017728, -7, 15, 0, 0
0.017928, 42, -31, 0, 0
0.018128, 1, -13, 0, 0
0.018328, 3, -39, 0, 0
0.018530, 0, 0, 0, 0
0.018728, 1, -12, 0, 0
0.018930, -8, 28, 0, 0
0.019128, -19, 21, 0, 0
0.019328, 15, 17, 0, 0
0.019528, 11, -5, 0, 0
0.019728, 9, -103, 0, 0
0.019928, -4, -10, 0, 0
0.020128, 5, -2, 0, 0
0.020328, -4, -10, 0, 0
0.020530, 40, -6, 0, 0
0.020728, 0, 0, 0, 0
0.020928, -7, 15, 0, 0
0.021128, -5, 2, 0, 0
0.021328, -11, -1, 0, 0
0.021528, 95, -49, 0, 0
0.021728, -5, 2, 0, 0
0.021930, 39, 6, 0, 0
0.022128, -5, 2, 0, 0
0.022328, -2, 25, 0, 0
0.022528, -8, 28, 0, 0
0.022728, -18, 21, 0, 0
0.022928, 23, -10, 0, 0
0.023128, -2, 25, 0, 0
0.023330, -2, 26, 0, 0
0.023530, -7, 15, 0, 0
0.023728, -5, 2, 0, 0
0.024128, -5, 2, 0, 0
0.024328, -5, 2, 0, 0
0.024530, 42, -32, 0, 0
0.024728, -7, 15, 0, 0
0.024930, -1, 13, 0, 0
0.025130, -7, 15, 0, 0
0.025328, -1, 13, 0, 0
0.025530, 47, -21, 0, 0
0.025730, 39, 6, 0, 0
0.025930, -47, 83, 0, 0
0.026128, 11, -5, 0, 0
0.026330, 19, 40, 0, 0
0.026528, 40, -5, 0, 0
0.026728, -8, 28, 0, 0
0.026928, -7, 15, 0, 0
0.027128, -1, 12, 0, 0
0.027330, 41, -19, 0, 0
0.027528, 31, -33, 0, 0
0.027730, 0, 0, 0, 0
0.027928, -5, 2, 0, 0
0.028130, -1, 13, 0, 0
0.028330, 41, -19, 0, 0
0.028530, -4, -10, 0, 0
0.028730, 1, -13, 0, 0
0.028930, -5, 2, 0, 0
0.029130, 17, -8, 0, 0
0.029328, 5, -2, 0, 0
0.029528, -5, 2, 0, 0
0.029730, 39, 6, 0, 0
0.029930, -2, 26, 0, 0
0.030130, -7, 15, 0, 0
0.030328, -5, 2, 0, 0
0.030528, 40, -6, 0, 0
0.030730, 41, -19, 0, 0
0.030928, -4, -10, 0, 0
0.031130, -6, 15, 0, 0
0.031328, 0, 0, 0, 0
0.031528, -8, 28, 0, 0
0.031928, -5, 2, 0, 0
0.032130, 41, -19, 0, 0
0.032328, -6, 15, 0, 0
0.032528, -6, 15, 0, 0
0.032728, -4, -10, 0, 0
0.032930, -5, 2, 0, 0
0.033130, -7, 15, 0, 0
0.033330, -5, 2, 0, 0
0.033530, -1, 26, 0, 0
0.033730, -46, 9, 0, 0
0.033930, -8, 28, 0, 0
0.034128, 0, 0, 0, 0
0.034328, 0, 0, 0, 0
0.034530, 0, 0, 0, 0
0.034728, -55, 51, 0, 0
0.034930, 0, 0, 0, 0
0.035128, 6, -78, 0, 0
0.035330, -2, 26, 0, 0
0.035530, 59, -27, 0, 0
0.035730, -8, 28, 0, 0
0.035928, -14, 44, 0, 0
0.036130, 4, 85, 0, 0
0.036328, 88, -41, 0, 0
0.036528, -6, 15, 0, 0
0.036730, -8, 28, 0, 0
0.036930, -5, 2, 0, 0
0.037128, 39, 6, 0, 0
0.037330, 4, 10, 0, 0
0.037530, 41, -19, 0, 0
0.037730, -4, -10, 0, 0
0.037930, 16, 4, 0, 0
0.038130, -5, 2, 0, 0
0.038328, -8, 28, 0, 0
0.038530, -5, 2, 0, 0
0.038728, 40, -6, 0, 0
0.038930, -8, 28, 0, 0
0.039128, -4, -10, 0, 0
0.039330, -2, 26, 0, 0
0.039530, -5, 2, 0, 0
0.039730, 4, 16, 0, 0
0.039930, -4, -10, 0, 0
0.040128, -2, 26, 0, 0
0.040330, -5, 2, 0, 0
0.040530, -6, 15, 0, 0
0.040730, -4, -10, 0, 0
0.040930, -4, -10, 0, 0
0.041130, -4, -10, 0, 0
0.041330, 1, -13, 0, 0
0.041528, -5, 2, 0, 0
0.041730, -8, 41, 0, 0
0.041930, -5, 2, 0, 0
0.042130, -4, -10, 0, 0
0.042330, -7, 28, 0, 0
0.042530, -1, 13, 0, 0
0.042730, -5, 2, 0, 0
0.042930, 39, 6, 0, 0
0.043130, -6, 15, 0, 0
0.043330, 41, -19, 0, 0
0.043528, -1, 13, 0, 0
0.043730, -6, 15, 0, 0
0.043930, 27, 11, 0, 0
0.044130, -6, 15, 0, 0
0.044330, 0, 13, 0, 0
0.044528, -1, 13, 0, 0
0.044730, -1, 13, 0, 0
0.044930, 3, 23, 0, 0
0.045130, -6, 15, 0, 0
0.045330, -6, 15, 0, 0
0.045530, 0, 13, 0, 0
0.045728, -8, 28, 0, 0
0.045930, -5, 2, 0, 0
0.046130, -12, 94, 0, 0
0.046330, 1, -13, 0, 0
0.046530, -6, 15, 0, 0
0.046728, -2, 26, 0, 0
0.046930, -7, 28, 0, 0
0.047130, 9, 20, 0, 0
0.047330, 0, -13, 0, 0
0.047530, -6, 15, 0, 0
0.047730, -7, 28, 0, 0
0.047930, -19, 34, 0, 0
0.048130, 10, 7, 0, 0
0.048330, -6, 15, 0, 0
0.048530, 0, 0, 0, 0
0.048728, -6, 15, 0, 0
0.048930, 11, -5, 0, 0
0.049130, 7, -22, 0, 0
0.049330, 5, 10, 0, 0
0.049530, -6, 15, 0, 0
0.049730, -6, 15, 0, 0
0.049930, 4, 23, 0, 0
0.050130, -7, 28, 0, 0
0.050330, -5, 2, 0, 0
0.050530, -5, 2, 0, 0
0.050730, -10, 81, 0, 0
0.050930, 11, -5, 0, 0
0.051130, 0, 13, 0, 0
0.051330, 13, -31, 0, 0
0.051530, 0, 13, 0, 0
0.051730, 0, 0, 0, 0
0.051930, 0, 13, 0, 0
0.052130, -1, 26, 0, 0
0.052330, 39, 0, 0, 0
0.052530, -5, 2, 0, 0
0.052730, -8, 41, 0, 0
0.052928, -6, 15, 0, 0
0.053130, -52, 25, 0, 0
0.053330, 10, 7, 0, 0
0.053530, -5, 2, 0, 0
0.053730, -6, 15, 0, 0
0.053930, 41, -33, 0, 0
0.054130, -8, 41, 0, 0
0.054330, -7, 28, 0, 0
0.054530, 6, -15, 0, 0
0.054730, -37, 42, 0, 0
0.054930, -4, -10, 0, 0
0.055130, 5, -2, 0, 0
0.055330, 0, -13, 0, 0
0.055530, -7, 28, 0, 0
0.055730, 0, -68, 0, 0
0.055930, 11, -5, 0, 0
0.056130, 0, 0, 0, 0
0.056330, 26, 24, 0, 0
0.056530, 39, 5, 0, 0
0.056730, 0, 13, 0, 0
0.056928, -2, 26, 0, 0
0.057130, -53, 38, 0, 0
0.057330, -11, 5, 0, 0
0.057530, -7, 29, 0, 0
0.057730, -7, 28, 0, 0
0.057930, -12, 18, 0, 0
0.058130, -5, 2, 0, 0
0.058330, -1, 26, 0, 0
0.058530, 4, 10, 0, 0
0.058730, -7, 28, 0, 0
0.058930, -5, -10, 0, 0
0.059128, -96, 70, 0, 0
0.059330, 5, -2, 0, 0
0.059530, 0, 0, 0, 0
0.059730, -17, 8, 0, 0
0.059930, -25, 37, 0, 0
0.060130, 0, 0, 0, 0
0.060330, -4, -10, 0, 0
0.060530, 4, 23, 0, 0
0.060730, -7, 28, 0, 0
0.060930, -1, 26, 0, 0
0.061130, -6, 15, 0, 0
0.061330, 0, 13, 0, 0
0.061530, -6, 15, 0, 0
0.061730, -1, 26, 0, 0
0.061930, 26, 24, 0, 0
0.062130, -5, 2, 0, 0
0.062330, 6, -9, 0, 0
0.062530, -5, 2, 0, 0
0.062730, -5, 2, 0, 0
0.062930, 9, -143, 0, 0
0.063130, 0, 0, 0, 0
0.063328, -6, 15, 0, 0
0.063530, -5, 2, 0, 0
0.063730, 0, 0, 0, 0
0.063930, -4, -10, 0, 0
0.064130, -5, 2, 0, 0
0.064330, 0, 13, 0, 0
0.064530, 0, 13, 0, 0
0.064730, -5, 2, 0, 0
0.064930, -5, -10, 0, 0
0.065130, -6, 15, 0, 0
0.065330, 1, -13, 0, 0
0.065530, 0, 13, 0, 0
0.065730, -7, 28, 0, 0
0.065930, -5, 2, 0, 0
0.066130, 1, -19, 0, 0
0.066330, -5, 2, 0, 0
0.066530, -30, 27, 0, 0
0.066730, -5, 2, 0, 0
0.066930, -5, 2, 0, 0
0.067130, 16, 4, 0, 0
0.067330, -5, 2, 0, 0
0.067530, -5, 2, 0, 0
0.067730, 0, -13, 0, 0
0.067930, -35, 17, 0, 0
0.068130, 0, 13, 0, 0
0.068330, -17, -79, 0, 0
0.068530, 11, -5, 0, 0
0.068730, 0, 13, 0, 0
0.068930, -7, 28, 0, 0
0.069130, -7, 28, 0, 0
0.069330, -7, 28, 0, 0
0.069530, -1, 26, 0, 0
0.069730, 6, -15, 0, 0
0.069930, 0, 13, 0, 0
0.070130, -12, 18, 0, 0
0.070330, -6, 15, 0, 0
0.070530, 0, 0, 0, 0
0.070730, -5, 2, 0, 0
0.070930, 6, -9, 0, 0
0.071130, 18, -21, 0, 0
0.071330, 0, -75, 0, 0
0.071530, -5, -10, 0, 0
0.071730, -5, 2, 0, 0
0.071930, 9, 20, 0, 0
0.072130, 0, 0, 0, 0
0.072330, 0, -13, 0, 0
0.072530, 4, 23, 0, 0
0.072730, 5, -2, 0, 0
0.072930, -5, 2, 0, 0
0.073130, 0, -13, 0, 0
0.073330, -4, -10, 0, 0
0.073530, 0, -13, 0, 0
0.073730, 35, 70, 0, 0
0.073930, 0, 13, 0, 0
0.074130, 23, -11, 0, 0
0.074330, -6, 15, 0, 0
0.074530, -14, 44, 0, 0
0.074730, -18, 21, 0, 0
0.074930, -5, 2, 0, 0
0.075130, -6, 15, 0, 0
0.075330, 0, -13, 0, 0
0.075530, 0, 0, 0, 0
0.075728, -7, 29, 0, 0
0.075930, -7, 28, 0, 0
0.076130, -18, 21, 0, 0
0.076330, -5, 2, 0, 0
0.076530, -6, 15, 0, 0
0.076730, -7, 28, 0, 0
0.076930, -5, 2, 0, 0
0.077130, -6, 15, 0, 0
0.077330, 0, 13, 0, 0
0.077530, 0, 13, 0, 0
0.077730, -1, 26, 0, 0
0.077930, 0, 0, 0, 0
0.078130, -75, 38, 0, 0
0.078330, -7, 28, 0, 0
0.078530, 40, -6, 0, 0
0.078730, 9, 26, 0, 0
0.078930, -6, 15, 0, 0
0.079130, -1, 26, 0, 0
0.079328, -6, 15, 0, 0
0.079530, 40, -7, 0, 0
0.079730, -4, -10, 0, 0
0.079930, -7, 28, 0, 0
0.080130, 10, 7, 0, 0
0.080330, -6, 15, 0, 0
0.080530, -1, 26, 0, 0
0.080730, 10, 20, 0, 0
0.080930, 88, -42, 0, 0
0.081130, 5, -2, 0, 0
0.081330, -5, 2, 0, 0
0.081530, 87, -30, 0, 0
0.081730, -19, 34, 0, 0
0.081930, 0, -13, 0, 0
0.082130, 0, -13, 0, 0
0.082330, 0, -13, 0, 0
0.082530, 0, 0, 0, 0
0.082730, -5, -10, 0, 0
0.082930, 0, 0, 0, 0
0.083130, -5, 2, 0, 0
0.083330, 5, -2, 0, 0
0.083530, 40, -20, 0, 0
0.083730, -4, -10, 0, 0
0.083930, 0, 0, 0, 0
0.084130, 40, -20, 0, 0
0.084330, 40, -7, 0, 0
0.084530, -5, 2, 0, 0
0.084730, -36, 37, 0, 0
0.084930, 0, 13, 0, 0
0.085130, -12, 18, 0, 0
0.085330, 23, -11, 0, 0
0.085530, -6, 15, 0, 0
0.085730, 40, -7, 0, 0
0.085928, -5, -10, 0, 0
0.086130, -7, 28, 0, 0
0.086330, 0, 0, 0, 0
0.086530, 2, 62, 0, 0
0.086730, -12, 18, 0, 0
0.086930, 39, 5, 0, 0
0.087128, -5, 2, 0, 0
0.087330, 0, 0, 0, 0
0.087528, -5, 2, 0, 0
0.087730, -4, -10, 0, 0
0.087930, 0, 13, 0, 0
0.088130, 0, 0, 0, 0
0.088330, -6, 15, 0, 0
0.088530, 0, 13, 0, 0
0.088730, 0, 0, 0, 0
0.088928, 40, -7, 0, 0
0.089128, 40, -21, 0, 0
0.089330, 0, 0, 0, 0
0.089530, 10, -81, 0, 0
0.089730, -19, 34, 0, 0
0.089930, 0, 13, 0, 0
0.090130, -12, 32, 0, 0
0.090330, 0, 0, 0, 0
0.090530, 20, -47, 0, 0
0.090730, 0, 13, 0, 0
0.090928, 1, -26, 0, 0
0.091130, -6, 15, 0, 0
0.091330, -5, 2, 0, 0
0.091530, 5, -2, 0, 0
0.091728, 40, -7, 0, 0
0.091930, 10, 20, 0, 0
0.092130, 0, 13, 0, 0
0.092330, 0, 0, 0, 0
0.092530, -6, 15, 0, 0
0.092730, 5, 3, 0, 0
0.092930, -5, 2, 0, 0
0.093130, -17, 2, 0, 0
0.093330, 0, 13, 0, 0
0.093530, -6, 15, 0, 0
0.093730, 0, 0, 0, 0
0.093930, 39, 5, 0, 0
0.094130, 4, 23, 0, 0
0.094330, 0, 13, 0, 0
0.094530, 4, 23, 0, 0
0.094730, 0, 13, 0, 0
0.094930, -6, 15, 0, 0
0.095130, -4, -16, 0, 0
0.095328, -5, 2, 0, 0
0.095530, 0, 0, 0, 0
0.095730, 26, 24, 0, 0
0.095928, -1, 26, 0, 0
0.096130, 0, 13, 0, 0
0.096330, 4, 23, 0, 0
0.096530, 39, 5, 0, 0
0.096730, -5, 2, 0, 0
0.096928, -7, 29, 0, 0
0.097128, -7, 29, 0, 0
0.097330, 0, -13, 0, 0
0.097530, 12, -19, 0, 0
0.097730, 0, 13, 0, 0
0.097930, 0, 0, 0, 0
0.098130, 1, -19, 0, 0
0.098330, 9, 33, 0, 0
0.098530, 0, 13, 0, 0
0.098728, -5, -3, 0, 0
0.098928, -5, 2, 0, 0
0.099130, 0, -13, 0, 0
0.099330, 0, 13, 0, 0
0.099530, 0, 0, 0, 0
0.099728, -7, 29, 0, 0
0.099930, 0, -75, 0, 0
0.000130, -6, 15, 0, 0
0.000330, 0, -13, 0, 0
0.000530, 0, 13, 0, 0
0.000728, -6, 15, 0, 0
0.000930, -5, 2, 0, 0
0.001130, -7, 28, 0, 0
0.001330, 0, 0, 0, 0
0.001530, 41, -33, 0, 0
0.001728, 0, 0, 0, 0
0.001930, -5, 2, 0, 0
0.002130, 0, 0, 0, 0
0.002328, 40, -7, 0, 0
0.002530, 0, 0, 0, 0
0.002730, 7, 72, 0, 0
0.002928, -1, 26, 0, 0
0.003128, 0, 13, 0, 0
0.003328, -6, 15, 0, 0
0.003530, 40, -20, 0, 0
0.003728, -5, 2, 0, 0
0.003928, 0, 13, 0, 0
0.004130, 0, 13, 0, 0
0.004328, -6, 15, 0, 0
0.004530, 86, -30, 0, 0
0.004730, -18, 21, 0, 0
0.004930, 24, -38, 0, 0
0.005130, -6, 16, 0, 0
0.005328, 35, 83, 0, 0
0.005530, 40, -20, 0, 0
0.005730, -19, 34, 0, 0
0.005930, 0, -13, 0, 0
0.006130, -6, 16, 0, 0
0.006328, -5, -10, 0, 0
0.006530, 0, 13, 0, 0
0.006730, 0, -13, 0, 0
0.006928, -1, 26, 0, 0
0.007130, -6, 15, 0, 0
0.007330, -1, 26, 0, 0
0.007528, -6, 15, 0, 0
0.007730, 0, 13, 0, 0
0.007930, 0, 0, 0, 0
0.008128, -5, 2, 0, 0
0.008328, -6, 15, 0, 0
0.008530, 11, -5, 0, 0
0.008730, -5, 2, 0, 0
0.008930, -1, 26, 0, 0
0.009130, 41, -33, 0, 0
0.009330, 0, 0, 0, 0
0.009530, -5, 2, 0, 0
0.009730, -7, 28, 0, 0
0.009928, -5, 2, 0, 0
0.010128, -5, 2, 0, 0
0.010330, -1, 26, 0, 0
0.010530, 0, 0, 0, 0
0.010730, -6, 15, 0, 0
0.010930, 5, -2, 0, 0
0.011130, 0, -13, 0, 0
0.011330, 11, -5, 0, 0
0.011530, -5, 2, 0, 0
0.011730, -5, 2, 0, 0
0.011930, 0, 114, 0, 0
0.012130, 0, 13, 0, 0
0.012330, -7, 28, 0, 0
0.012530, -24, 24, 0, 0
0.012730, -5, -10, 0, 0
0.012928, -5, 2, 0, 0
0.013130, -5, -10, 0, 0
0.013328, -6, 29, 0, 0
0.013530, -1, 26, 0, 0
0.013730, -6, 15, 0, 0
0.013930, 0, 0, 0, 0
0.014130, 0, 13, 0, 0
0.014330, -5, 2, 0, 0
0.014530, 133, -68, 0, 0
0.014728, -5, -10, 0, 0
0.014930, 4, 16, 0, 0
0.015128, 12, -18, 0, 0
0.015330, -18, 21, 0, 0
0.015530, -5, 2, 0, 0
0.015730, -6, 16, 0, 0
0.015928, 6, -15, 0, 0
0.016130, -1, -75, 0, 0
0.016328, 0, -13, 0, 0
0.016530, -18, 21, 0, 0
0.016730, 57, -30, 0, 0
0.016928, 4, 23, 0, 0
0.017130, 0, 13, 0, 0
0.017330, -5, 2, 0, 0
0.017528, -18, 34, 0, 0
0.017728, -5, -9, 0, 0
0.017928, 16, 4, 0, 0
0.018130, -1, 26, 0, 0
0.018330, -6, 16, 0, 0
0.018530, -5, 2, 0, 0
0.018728, 10, 20, 0, 0
0.018930, 0, 13, 0, 0
0.019330, -1, 26, 0, 0
0.019530, -5, 2, 0, 0
0.019728, 0, -13, 0, 0
0.019930, -5, 2, 0, 0
0.020128, -6, 16, 0, 0
0.020328, -1, 26, 0, 0
0.020530, -5, 2, 0, 0
0.020728, -5, -10, 0, 0
0.020930, 0, 13, 0, 0
0.021128, -5, -10, 0, 0
0.021328, 0, 13, 0, 0
0.021530, -6, 22, 0, 0
0.021730, -7, 28, 0, 0
0.021928, -4, -23, 0, 0
0.022130, -6, 16, 0, 0
0.022330, -1, 26, 0, 0
0.022530, -5, -10, 0, 0
0.022730, -6, 16, 0, 0
0.022930, 40, -20, 0, 0
0.023328, -1, 26, 0, 0
0.023528, 0, 13, 0, 0
0.023730, -6, 16, 0, 0
0.023928, 0, 13, 0, 0
0.024130, 0, 13, 0, 0
0.024330, 18, -22, 0, 0
0.024530, -6, 16, 0, 0
0.024730, 40, -20, 0, 0
0.024928, 40, -21, 0, 0
0.025130, 85, -18, 0, 0
0.025328, 0, 13, 0, 0
0.025530, 40, -21, 0, 0
0.025728, -5, -10, 0, 0
0.025928, -5, 3, 0, 0
0.026128, 0, 0, 0, 0
0.026330, 0, -13, 0, 0
0.026530, 40, -7, 0, 0
0.026730, -5, 2, 0, 0
0.026930, 0, 13, 0, 0
0.027130, 39, -8, 0, 0
0.027328, 10, 20, 0, 0
0.027530, -12, 18, 0, 0
0.027730, -5, 2, 0, 0
0.027928, 0, 13, 0, 0
0.028130, 29, -14, 0, 0
0.028330, -7, 29, 0, 0
0.028530, -6, 16, 0, 0
0.028730, 10, 20, 0, 0
0.028928, 109, -43, 0, 0
0.029130, 40, -21, 0, 0
0.029330, -7, 29, 0, 0
0.029528, -5, -10, 0, 0
0.029730, 5, -2, 0, 0
0.029930, 43, -73, 0, 0
0.030128, 0, 13, 0, 0
0.030328, 0, 0, 0, 0
0.030528, -5, -10, 0, 0
0.030730, -1, 26, 0, 0
0.030930, -6, 16, 0, 0
0.031130, -5, 3, 0, 0
0.031328, 39, 11, 0, 0
0.031528, 40, -21, 0, 0
0.031730, -5, 2, 0, 0
0.031928, 39, -8, 0, 0
0.032130, 5, -2, 0, 0
0.032330, 0, 0, 0, 0
0.032528, 0, 26, 0, 0
0.032730, 39, 4, 0, 0
0.032928, 0, 13, 0, 0
0.033130, -5, 2, 0, 0
0.033330, -29, 28, 0, 0
0.033528, -4, -23, 0, 0
0.033728, 0, 0, 0, 0
0.033930, 9, 46, 0, 0
0.034128, -5, -10, 0, 0
0.034328, -6, 16, 0, 0
0.034530, 0, -13, 0, 0
0.034728, 0, 0, 0, 0
0.034930, 17, -9, 0, 0
0.035128, -6, 16, 0, 0
0.035330, -1, 26, 0, 0
0.035528, -6, 16, 0, 0
0.035730, -1, 26, 0, 0
0.035930, -18, 21, 0, 0
0.036128, -5, -10, 0, 0
0.036330, -13, 45, 0, 0
0.036528, 0, 13, 0, 0
0.036730, -6, 16, 0, 0
0.036930, -6, 16, 0, 0
0.037130, -5, -10, 0, 0
0.037330, 41, -33, 0, 0
0.037528, -1, 26, 0, 0
0.037728, 17, -9, 0, 0
0.037930, 0, 0, 0, 0
0.038130, 4, 23, 0, 0
0.038330, 0, 13, 0, 0
0.038530, 0, 13, 0, 0
0.038730, -5, 2, 0, 0
0.038930, 0, 0, 0, 0
0.039128, 5, -2, 0, 0
0.039328, -5, -9, 0, 0
0.039528, 5, -3, 0, 0
0.039730, 0, 13, 0, 0
0.039928, -6, 16, 0, 0
0.040130, -5, 2, 0, 0
0.040328, -7, 35, 0, 0
0.040530, -36, 43, 0, 0
0.040728, 0, -13, 0, 0
0.040930, 10, 20, 0, 0
0.041130, -52, 26, 0, 0
0.041328, -1, 26, 0, 0
0.041530, 4, 23, 0, 0
0.041728, -6, 16, 0, 0
0.041930, 0, -13, 0, 0
0.042128, 0, 0, 0, 0
0.042328, 0, 0, 0, 0
0.042528, 40, -21, 0, 0
0.042730, 0, 0, 0, 0
0.042928, 41, -33, 0, 0
0.043130, -5, 2, 0, 0
0.043330, -1, 26, 0, 0
0.043528, -6, 15, 0, 0
0.043728, -5, 3, 0, 0
0.043930, -6, 16, 0, 0
0.044128, -5, -10, 0, 0
0.044330, -5, 2, 0, 0
0.044528, -7, 29, 0, 0
0.044730, -6, 16, 0, 0
0.044928, -45, 11, 0, 0
0.045130, 12, -19, 0, 0
0.045328, -40, 20, 0, 0
0.045528, -10, -20, 0, 0
0.045730, -12, 32, 0, 0
0.045928, -5, 3, 0, 0
0.046130, -5, -10, 0, 0
0.046328, -6, 29, 0, 0
0.046530, -6, 16, 0, 0
0.046730, -6, 16, 0, 0
0.046930, -5, 3, 0, 0
0.047128, -6, 16, 0, 0
0.047330, 23, -24, 0, 0
0.047530, 10, 7, 0, 0
0.047730, -1, 26, 0, 0
0.047928, -34, 18, 0, 0
0.048330, 0, 0, 0, 0
0.048530, 0, 13, 0, 0
0.048728, -7, 29, 0, 0
0.048930, 0, 13, 0, 0
0.049128, 0, 13, 0, 0
0.049328, -1, 26, 0, 0
0.049530, -6, 16, 0, 0
0.049728, -1, 26, 0, 0
0.049928, 4, 23, 0, 0
0.050130, 5, 10, 0, 0
0.050330, -5, -10, 0, 0
0.050530, 0, -13, 0, 0
